id,naslov,objava,avtor,spol,priprava,kolicina,stmnenj,stfoto,zadnjafoto,kategorija,podkategorija,zdravajed
1553,Sarma a la Riko,12.12.2001,Riko,spol ni določen oz. marsovec,,,113,8,5.1.2016,mesne jedi, ostalo,
15605,Focaccia,1.9.2011,bannanna,ženska,120 minut,1 pekač od pečice,21,16,2.3.2015,kruh,,
15606,Paradižnikova omaka z zelenjavo,17.8.2011,anamarija1,spol ni določen oz. marsovec,120 minut,5 manjših kozarcev,36,3,1.9.2012,ozimnica, slani shranki,
15639,Čokoladno-pomarančna torta,11.9.2011,PUPIKA001,ženska,75 minut,8-10 kosov,66,17,4.1.2016,sladice, torte,
15746,Rezina lene gospodinje,27.9.2011,flower_power,spol ni določen oz. marsovec,60 minut,za več oseb,6,5,11.11.2013,sladice, pecivo,
15747,Sirup iz domačega grozdja,27.9.2011,laranina,ženska,75 minut,cca 5 litrov,16,1,28.9.2011,napitki, brezalkoholni,
15861,Salzburški žličniki,26.10.2011,bannanna,ženska,30 minut,2 osebi,56,14,4.12.2014,sladice, ostalo,
15869,Njoki brez krompirja,27.10.2011,bannanna,ženska,15 minut,2 osebi,11,3,27.10.2011,priloge, cmoki,
15872,Božanski segedin,28.10.2011,kikerada,ženska,120 minut,4 osebe,14,3,25.10.2011,mesne jedi, svinjina,
15909,Dober krompir iz pečice,5.11.2011,Sandra_a,ženska,90 minut,,18,4,17.11.2011,ostale jedi,,
15941,Krompirjev golaž,11.11.2011,zes5ana,ženska,120 minut,Za 8 oseb,10,1,15.11.2011,enolončnice,,
15948,Ticcino masa (Tičino masa/Fondant),12.11.2011,PUPIKA001,ženska,30 minut,1 kg,70,27,15.2.2016,sladice, ostalo,
15953,Fini keksi,14.11.2011,jure luka,ženska,60 minut,,12,5,24.12.2014,sladice, piškoti,
15962,Lepinja - somun,15.11.2011,ZRNEK,moški,120 minut,4 kosi,18,16,28.9.2013,kruh,,
15988,Goveji zrezki v naravni omaki,20.11.2011,kyra,ženska,75 minut,Za 4 osebe,8,,,mesne jedi,,
16008,Njami špageti,24.11.2011,Sandra_a,ženska,120 minut,za 4 osebe,11,10,21.3.2014,testenine,,
16020,Abbraci-ji,25.11.2011,Rumkuglca,ženska,120 minut,,17,8,17.8.2013,sladice, ostalo,
16032,Rafaello mafini,26.11.2011,smernica,ženska,30 minut,24 kosov,11,13,17.1.2016,sladice,,
16159,Ferrero torta,8.12.2011,ninck88,ženska,60 minut,,119,52,31.1.2016,sladice, torte,
16173,Slastni obloženi kruhki malo drugače,9.12.2011,Sandra_a,ženska,45 minut,za 4 osebe,11,5,15.12.2011,kruh,,
16184,Slani polžki,12.12.2011,goga,ženska,60 minut,16 kosov,9,6,9.6.2012,predjedi, tople,
16187,Čokoladne sanje,12.12.2011,neja2,ženska,60 minut,20 kosov,11,1,12.12.2011,sladice, pecivo,
16199,Domača vroča čokolada,13.12.2011,Sweetie,ženska,5 minut,,62,9,28.1.2014,napitki, brezalkoholni,
1620,Rižota z morskimi sadeži a la Orlando,6.1.2002,Riko,spol ni določen oz. marsovec,,Za 4 osebe,58,4,21.5.2014,morska hrana, školjke,
16252,Kljukuša ,19.12.2011,ejsidisi,ženska,30 minut,,13,4,26.1.2012,predjedi, tople,
16257,Zasnežene skalce,21.12.2011,ledenka_,ženska,75 minut,do 30 piškotov,22,4,8.5.2012,sladice, piškoti,
16298,Rebrca po ameriško,28.12.2011,Lepa_Vida,ženska,120 minut,4,15,3,15.11.2012,mesne jedi, svinjina,
1633,Bounty,14.1.2002,TIUBA,ženska,,,86,2,21.8.2009,sladice, pecivo,
16368,Clintonov kolač,4.1.2012,livijabiba,spol ni določen oz. marsovec,45 minut,4-7 oseb.,12,2,6.5.2015,sladice, torte,
16376,Bela pletenica,4.1.2012,krotilda,ženska,180 minut,1 kg,14,10,3.2.2015,kruh,,
16388,Praznična potica,5.1.2012,DANY80,ženska,120 minut,26 kosov,14,10,19.4.2014,sladice, potice,
16498,Svinjska ribica v gorčični omaki,14.1.2012,mamamia,ženska,15 minut,za štiri osebe,29,4,29.4.2013,mesne jedi, svinjina,
16589,Angelske solze,26.1.2012,ljuljak,ženska,90 minut,,51,18,16.8.2015,sladice, pecivo,
1660,Lazanja z mesno omako,29.1.2002,Riko,spol ni določen oz. marsovec,,,75,10,24.12.2014,mesne jedi, mešano meso,
1667,Potratna potica št. 2,30.1.2002,Marinka,ženska,180 minut,,119,35,5.4.2015,sladice, potice,
16671,Biskvit šefa tort,9.2.2012,bannanna,ženska,45 minut,,24,3,5.4.2012,sladice, ostalo,
16686,Zdrave kocke iz ajdove kaše,12.2.2012,vn1983,ženska,45 minut,,40,8,29.1.2016,sladice, pecivo,Bolj zdrava jed
16693,Božanski domači krofi,13.2.2012,mayyci,ženska,120 minut,33 kosov,41,11,6.2.2016,sladice, ostalo,
1670,Pasulj,1.2.2002,Henri,moški,,za 4 osebe,54,1,24.11.2008,enolončnice,,
16715,Sladke limone,16.2.2012,polonauran,ženska,240 minut,,11,7,2.6.2013,sladice, piškoti,
16725,Črni gozdiček v kozarcu,17.2.2012,nivkapivka,ženska,15 minut,6 kozarcev,7,6,28.2.2015,sladice, ostalo,
16782,Paradižnikova mezga,1.3.2012,darka56,ženska,120 minut,,29,7,17.8.2016,ozimnica, slani shranki,
16802,"Čokoladna torta (presna, veganska)",4.3.2012,Tacyka,ženska,45 minut,,103,22,21.6.2015,sladice, torte,Bolj zdrava jed
16806,Okusni srčki z vanilijevo kremo,5.3.2012,katjaf,ženska,4+ ur,približno 45,64,27,28.2.2016,sladice, pecivo,
16857,Smetanova strjenka ali panakota,18.3.2012,matejavres,ženska,30 minut,cca 8 malih skodelic,10,1,17.3.2012,sladice, ostalo,
16858,Afrodiziačna torta,18.3.2012,Vendelina jr.,ženska,4+ ur,,101,16,10.8.2016,sladice, torte,
1686,Čokoladno - vanilijeva ledena torta,11.2.2002,TIUBA,ženska,,,37,3,29.6.2010,sladice, torte,
16897,Rižota,2.4.2012,zes5ana,ženska,45 minut,za 3 osebe,24,1,2.4.2012,mesne jedi, perutnina,
16917,Bučni polpeti,5.4.2012,zes5ana,ženska,15 minut,za 2 osebi,9,5,23.7.2012,priloge, ostalo,
16933,Skutna rolada z breskovo čežano,6.4.2012,Vrtejbenka,ženska,60 minut,za več sladkosnedcev,22,11,2.4.2014,sladice, torte,
16958,Tzatziki (grška) solata - preprosta in odlična,11.4.2012,Tadeja_k,ženska,15 minut,manjša skleda,23,4,11.12.2012,solate,,
1697,Kokosovi piškoti,18.2.2002,HALI,ženska,,,14,4,14.10.2014,sladice, piškoti,
16974,Piškotki - skutni štrukeljčki,12.4.2012,ledenka_,ženska,90 minut,,10,6,19.9.2014,sladice, piškoti,
1699,Rafaello kroglice,18.2.2002,Venturini,ženska,5 minut,cca. 10 os/odvisno od velikosti kroglic,136,13,5.8.2014,sladice, pecivo,
16994,Jaffa kroglice,13.4.2012,Anansie,ženska,45 minut,cca. 30kroglic,90,21,19.8.2016,sladice, piškoti,
17048,Gratinirana zelenjava,19.4.2012,kikerada,ženska,45 minut,4 osebe,6,1,19.4.2012,zelenjavne jedi,,
17076,Bounty,23.4.2012,Tadeja_k,ženska,90 minut,,9,5,17.4.2016,sladice, ostalo,
171,Blitvine polpete,1.9.1999,,,,,31,4,24.8.2013,zelenjavne jedi,,
17130,Biskvit s skuto,3.5.2012,cutie,ženska,60 minut,,38,9,30.9.2013,sladice, pecivo,
17146,Popolna čokoladna torta Hershey's,5.5.2012,bannanna,ženska,60 minut,1 torta ali 30 muffinov,141,59,24.11.2015,sladice, torte,
17168,Jagodno čokoladna torta Hershey's,7.5.2012,bannanna,ženska,4+ ur,12 oseb,59,21,4.6.2016,sladice, torte,
17196,Skutino-češnjev štrudelj,18.5.2012,Vrtejbenka,ženska,60 minut,za več sladkosnednežev,45,12,12.7.2013,sladice, pecivo,
17208,Višnjevo pecivo,22.5.2012,urškah,ženska,75 minut,,17,7,12.1.2015,sladice, pecivo,
17221,Ganache,26.5.2012,bannanna,ženska,180 minut,"za manjšo tortico, premera 23 cm",66,19,10.2.2015,sladice, kreme za torte in peciva,
17224,Maslena krema z belo čokolado,26.5.2012,bannanna,ženska,15 minut,"600 ml, za 24 kolačkov",47,8,20.1.2014,sladice, kreme za torte in peciva,
17225,Skutno-jogurtove rezinice (pita),26.5.2012,ledenka_,ženska,60 minut,pekač z dimenzijami 18x34 cm,7,4,12.9.2012,sladice, pecivo,
17240,Bela nevesta,30.5.2012,tara78,ženska,45 minut,,11,2,17.7.2014,sladice, pecivo,
17259,Orehova rulada z jagodami in belo čokolado,6.6.2012,bannanna,ženska,90 minut,15 kosov,28,5,28.6.2012,sladice, pecivo,
17266,Bučne kocke,9.6.2012,Vrtejbenka,ženska,60 minut,za fajn druščino ob žaru,20,8,27.5.2015,zelenjavne jedi,,
17268,Sladki zobotrebec,8.6.2012,dejanči,ženska,15 minut,,55,22,10.12.2015,sladice, piškoti,
1728,Bananin marmorni kolač,27.2.2002,TIUBA,ženska,,za 12 malo večjih kosov,31,9,17.8.2011,sladice, pecivo,
17311,Brownie Cheesecake,20.6.2012,bannanna,ženska,180 minut,1 pekač 25*15cm,40,9,9.6.2016,sladice, pecivo,
17327,Skutna pita z marelicami,25.6.2012,ZvonkaK,ženska,60 minut,,13,7,14.9.2015,sladice, pecivo,
17359,Krompirjevi žepki,4.7.2012,DANY80,ženska,90 minut,25-30 kosov,5,8,27.8.2012,priloge, ostalo,
1736,Londonske rezine,28.2.2002,Riko,spol ni določen oz. marsovec,60 minut,,77,9,13.3.2016,sladice, pecivo,
17452,Prosena kaša z jabolki,28.7.2012,LoNa,ženska,75 minut,Za 2 osebi,4,3,22.12.2015,sladice, ostalo,
17479,Pizza palačinke,6.8.2012,luccka,ženska,60 minut,3 osebe,10,3,9.8.2012,jajčne jedi, ostalo,
17486,Torta mascarpone-jogurt,8.8.2012,Simona89,ženska,120 minut,,12,6,29.10.2013,sladice, torte,
1750,Sončni zahod,13.3.2002,TIUBA,ženska,,,83,6,25.8.2011,sladice, pecivo,
1752,Rižota z morskimi sadeži,14.3.2002,,,,4,9,1,4.1.2010,morska hrana, ostalo,
1755,Jogurtov biskvit,14.3.2002,Loni,spol ni določen oz. marsovec,60 minut,,70,4,8.6.2014,sladice, pecivo,
17563,Švicarska maslena krema (Swiss Meringue Buttercream),28.8.2012,bannanna,ženska,30 minut,30 rozet na malih torticah oz. 500g kreme,58,16,31.1.2016,sladice, kreme za torte in peciva,
17564,Domači ajvar,1.9.2012,srcek,ženska,45 minut,,17,5,25.10.2013,ozimnica, ostalo,
17572,Srbska solata,30.8.2012,srcek,ženska,120 minut,,13,2,27.8.2012,ozimnica, ostalo,
1758,Ciabatta,18.3.2002,luka,spol ni določen oz. marsovec,,,172,15,13.2.2013,kruh,,
17588,"Kokosovi piškotki- ""Biscottini cocco""",2.9.2012,ledenka_,ženska,45 minut,približno 60 piškotkov,176,41,15.2.2016,sladice, piškoti,
1765,Šparglji iz pečice,21.3.2002,malan,spol ni določen oz. marsovec,,za 2 osebi,11,6,8.5.2010,ostale jedi,,
17668,Čokoladni mafini,23.9.2012,karin_,ženska,45 minut,12 kosov,12,8,28.11.2014,sladice, pecivo,
1768,Pletenica s tremi nadevi,23.3.2002,TIUBA,ženska,150 minut,približno 15 kosov,25,10,25.5.2011,sladice, potice,
17686,Cake pops,29.9.2012,Roncolino,ženska,120 minut,cca. 40 kosov,140,114,14.6.2016,sladice, ostalo,
17720,Zelo dobro pecivo s sadnim jogurtom,9.10.2012,dinna,ženska,30 minut,,72,14,2.4.2014,sladice, pecivo,
17726,Babičino pecivo z jabolki,11.10.2012,Nives87,ženska,60 minut,,29,2,20.3.2013,sladice, pecivo,
1773,Kruhovi cmoki,27.3.2002,Riko,spol ni določen oz. marsovec,,,136,12,19.2.2016,priloge, cmoki,
1774,Kruhova štruca,27.3.2002,Riko,spol ni določen oz. marsovec,,,30,11,1.1.2016,priloge, cmoki,
1778,Čebulna pita po francosko,7.4.2002,Riko,spol ni določen oz. marsovec,,,22,5,21.2.2012,ostale jedi,,
17797,Limonino jogurtov kolač,1.11.2012,ZvonkaK,ženska,45 minut,,9,4,1.6.2013,sladice, pecivo,
1780,Čebulna omaka,7.4.2002,Riko,spol ni določen oz. marsovec,,,16,,,omake, tople,
17823,Zmagovalni bananin kruh,8.11.2012,Moana,ženska,75 minut,,34,10,24.3.2016,sladice, pecivo,
17887,Orehova potica,3.12.2012,brigita23,ženska,150 minut,12 ljudi,43,4,25.12.2015,sladice, potice,
17986,Blejska grmada II,26.12.2012,OlivaB,ženska,60 minut,,7,6,15.9.2014,sladice, ostalo,
17998,Slani kifeljčki na hitro,28.12.2012,tanja26,ženska,75 minut,64 kosov,15,7,27.3.2014,kruh,,
18042,Ajdov kruh z orehi,9.1.2013,marta,ženska,120 minut,,19,8,1.2.2015,kruh,,
18043,"Krompirček, da te kap",9.1.2013,sosana,ženska,150 minut,,19,2,24.1.2013,priloge, krompir,
18051,Pisana pogača,15.1.2013,mateja.vidic,ženska,75 minut,,32,15,30.3.2014,kruh,,
1806,Ameriški chocolate Chip Cookies po naše,22.4.2002,luka007,moški,,,87,10,23.11.2012,sladice, piškoti,
18083,Bučna rulada,24.1.2013,dišeči vrt,ženska,45 minut,,8,2,29.1.2013,sladice, pecivo,
18140,Krompirjev golaž - Migla,10.2.2013,Migla,ženska,60 minut,4 osebe,11,4,14.7.2014,enolončnice,,
1818,Prekmurska gibanica,28.4.2002,anze,spol ni določen oz. marsovec,,,13,1,22.1.2010,sladice, ostalo,
18195,"Muffini s čokolado, polnjeni z nutello",22.2.2013,katiuscia,ženska,30 minut,,15,3,26.9.2015,sladice, pecivo,
18232,Potratna potica,3.3.2013,poticka1234,ženska,180 minut,,66,9,10.12.2015,sladice, potice,
18258,Sončnica - pogača,11.3.2013,dobrojesti,ženska,90 minut,,31,36,4.8.2014,kruh,,
18281,Gozdna pravljica,16.3.2013,Zakladnica AnaM,ženska,30 minut,za 7 šalčk,13,6,21.7.2015,sladice, pudingi,
18282,Piškoti iz samo treh sestavin,16.3.2013,DBpek,moški,30 minut,Za 15-do 18 piškotov,69,10,26.10.2014,sladice, piškoti,
18332,Peklensko dobra torta,3.4.2013,mili25,ženska,90 minut,,74,11,24.6.2013,sladice, torte,
18344,Krhki čokoladni piškoti,5.4.2013,redika,ženska,90 minut,3 pekači,59,21,9.2.2015,sladice, piškoti,
18376,Kruh na japonski način (tangzhong),16.4.2013,rebecca,spol ni določen oz. marsovec,180 minut,,75,42,30.4.2015,kruh,,
18421,Pravi francoski čokoladni mousse,25.4.2013,katka285,ženska,30 minut,6,23,13,14.11.2014,sladice, kreme za torte in peciva,
18449,Pecivo s pudingom in smetano,7.5.2013,Piya,ženska,60 minut,,20,5,6.1.2014,sladice, pecivo,
18455,Carski praženec iz pečice,8.5.2013,Vanja_v_ZDA,ženska,5 minut,2 osebi/22 do 24cm ponev ali pekač,37,5,3.9.2013,sladice, palačinke,
18506,Enostavno dobre tortilje ,23.5.2013,Sandra_a,ženska,75 minut,za 8 tortilj,11,3,,mesne jedi, perutnina,
18548,Rolada žirafa,6.6.2013,cedevita,ženska,90 minut,,23,9,18.1.2016,sladice, pecivo,
1855,Super kremšnite,10.6.2002,rskulj,moški,,35 kosov,55,7,11.2.2014,sladice, ostalo,
1860,Vampi po tržaško,17.6.2002,Riko,spol ni določen oz. marsovec,,,29,5,24.10.2011,mesne jedi, ostalo,
1863,Orehov liker,25.6.2002,kuralt,moški,,,10,3,13.10.2013,napitki, alkoholni,
18695,Fantastične vložene bučke,18.7.2013,BABI 2+2,ženska,75 minut,4 kozarčki po 370 ml,39,3,5.8.2015,priloge, ostalo,
1885,Babičino pecivo,9.7.2002,goga,ženska,75 minut,,21,6,15.5.2015,sladice, ostalo,
18893,Tortica v skodelici,28.9.2013,PUPIKA001,ženska,5 minut,1 mini tortica za 1 osebo,45,6,16.8.2015,sladice, torte,
18895,Dušeno sladko zelje + VIDEO priprave,1.10.2013,ROKCO,moški,45 minut,8,13,2,9.2.2015,priloge, ostalo,
1891,Nadevana paprika,16.7.2002,Tjanca,ženska,,6-8 oseb,16,1,11.8.2005,mesne jedi, mešano meso,
1894,Urškino pecivo,16.7.2002,Tjanca,ženska,,,32,1,6.5.2007,sladice, ostalo,
18950,Krešent piškoti,17.10.2013,tjasa7,ženska,45 minut,cca. 30 kosov,21,6,7.12.2013,sladice, piškoti,
1896,Marelični cmoki iz skutnega testa,17.7.2002,TIUBA,ženska,,12 cmokov,137,14,20.7.2016,sladice, ostalo,
190,Porov narastek,1.7.1999,Marinka,ženska,,,15,4,6.10.2010,zelenjavne jedi,,
19063,"Božični (velikonočni, praznični) venec ali  torta "" Angelica """,29.11.2013,lucka52,ženska,180 minut,,58,20,1.1.2014,sladice, pecivo,
19139,Nutelina zvezda,2.12.2013,manuelaj,ženska,45 minut,,80,65,8.3.2016,sladice, pecivo,
1925,Vložene bučke (cukete),11.8.2002,Loredana,ženska,,,12,,,ozimnica, slani shranki,
1926,Orehi,11.8.2002,Loredana,ženska,,,95,18,15.8.2012,sladice, piškoti,
19283,Sanjska čokoladna torta,13.1.2014,nikki,ženska,120 minut,,25,11,28.4.2016,sladice, pecivo,
1929,Piščančja obara z žličniki,11.8.2002,goga,ženska,90 minut,4 osebe,93,11,5.11.2014,juhe in zakuhe, mesne,
19302,Pomarančni tiramisu,16.1.2014,DBpek,moški,30 minut,,39,8,27.1.2015,sladice, torte,
19348,Vliti ajdov kruh z orehi,5.2.2014,marta,ženska,90 minut,,66,12,19.4.2015,kruh,,
19352,Irish cream - vanilijevo - mascarpone rezine,6.2.2014,Angel Eyes,ženska,30 minut,"Za pekač 30x25cm, cca 12 rezin",18,4,9.6.2014,sladice, pecivo,
1938,Jabolčno pecivo,16.8.2002,Sebastjana,ženska,,,22,1,24.4.2013,sladice, pecivo,
1946,Dunajski valovi,21.8.2002,,,,,47,7,26.12.2011,sladice, pecivo,
19514,Pizza ruladice,15.3.2014,Tjasa82,ženska,30 minut,Probližno 16 kosov,15,7,18.6.2014,sladice, slano pecivo,
1956,Krompirjevi kroketi,26.8.2002,mobng12,ženska,,,35,5,12.2.2016,priloge, krompir,
1957,Hitro pripravljene miške,26.8.2002,mobng12,ženska,30 minut,,77,13,4.10.2016,sladice, pecivo,
1970,Dobre rezine,28.8.2002,val330int,spol ni določen oz. marsovec,,,13,3,13.6.2012,sladice, pecivo,
19797,Mesne kroglice v paradižnikovi omaki,4.7.2014,sherman,moški,120 minut,za 5 oseb,7,2,9.1.2015,mesne jedi, govedina,
19909,Testo za pico,23.8.2014,laia22,ženska,75 minut,4 osebe,14,4,28.4.2016,kruh,,
20044,Torta piškotek (Cookies torta),24.10.2014,mmmuffinsandco,ženska,90 minut,15-20 kosov,23,11,27.9.2015,sladice, torte,
20057,Ekstremno dobra torta,29.10.2014,lellykely,ženska,180 minut,,22,13,9.4.2016,sladice, torte,
2013,Cookiji,9.9.2002,Morska deklica,ženska,,,96,14,26.1.2016,sladice, piškoti,
20194,Trideset minutne bombetke,12.1.2015,Sweetness Bakery,ženska,45 minut,12,46,18,4.1.2016,kruh,,
2022,Linške oči,14.9.2002,Rebeka,ženska,,,77,35,14.12.2015,sladice, piškoti,
2027,Sočno pecivo,16.9.2002,Rebeka,ženska,,,19,2,28.4.2016,sladice, pecivo,
2028,Kokosovo pecivo,16.9.2002,Rebeka,ženska,,,51,5,27.11.2014,sladice, pecivo,
2032,Čajno pecivo Mignon,17.9.2002,Aja,ženska,4+ ur,,56,7,30.9.2013,sladice, pecivo,
20339,Piškotna torta z Nutello,12.4.2015,midvakuhava,spol ni določen oz. marsovec,60 minut,,25,5,8.3.2016,sladice, torte,
2035,Breskve,21.9.2002,megi,ženska,,,59,16,17.4.2016,sladice, pecivo,
20355,Piščančji tunel ,21.4.2015,14moniii,ženska,75 minut,5 oseb,13,7,2.7.2015,mesne jedi, perutnina,
20384,Jabolčne rožice ,5.5.2015,pikapolonica80,ženska,120 minut,24 ,25,14,13.10.2016,sladice, ostalo,
2054,Zdrobovi cmoki,27.9.2002,dalsi,ženska,,6 cmokov,90,4,6.1.2014,priloge, cmoki,
2055,Enostavni sirovi štruklji,29.9.2002,mobng12,ženska,,,50,3,28.8.2014,sirove jedi,,
2087,Pepelkina torta,16.10.2002,dalsi,ženska,,,55,14,3.8.2012,sladice, torte,
2096,Buhteljni,22.10.2002,anazus,ženska,120 minut,,141,47,6.10.2016,sladice, pecivo,
2102,Kocke Esmeralda,24.10.2002,dalsi,ženska,,,13,5,27.2.2014,sladice, pecivo,
2108,Ferdinandovi kolački,28.10.2002,Milojka,ženska,,na osebo 3 - 4 kose,67,8,6.10.2016,sladice, pecivo,
213,Polnjeni šampinjoni,7.7.1998,Meta J.,ženska,,,12,2,15.2.2016,gobje jedi,,
2157,Bicikli,11.11.2002,Jerca,ženska,,,85,8,11.9.2012,sladice, piškoti,
216,Hobotnica v solati,13.11.1998,Marinka,ženska,,,27,2,9.2.2011,morska hrana, ostalo,Bolj zdrava jed
2192,Ričet po babičino,17.11.2002,viva,ženska,,za 4 osebe,55,4,25.10.2013,enolončnice,,
2223,Makov biskvit,27.11.2002,Gordanka,ženska,,,20,5,11.12.2013,sladice, pecivo,
2257,Pašta s fižolom,15.12.2002,Gašper Kukec,moški,,cca. 4 osebe,12,2,16.1.2011,juhe in zakuhe, ostale juhe,
2262,Blazinice s kislo smetano,18.12.2002,kreich,ženska,,,29,8,11.2.2014,sladice, piškoti,
2266,Čokoladni liker,23.12.2002,Karolina,ženska,,,74,14,20.11.2014,napitki, alkoholni,
2267,Črno-belo biskvitno pecivo,23.12.2002,Karolina,ženska,,,42,7,10.10.2013,sladice, ostalo,
2271,Pasji smrčki,25.12.2002,Milojka,ženska,75 minut,,104,14,30.10.2014,sladice, pecivo,
23,Prekmurski bograč,11.4.1999,Marinka,ženska,,,16,4,12.9.2012,enolončnice,,
2358,Santa Barbara,26.1.2003,Tanja Kocjan,ženska,,,46,12,3.12.2013,sladice, pecivo,
2400,Bučkini polpeti,16.2.2003,Asja,ženska,,,15,1,3.9.2007,priloge, ostalo,
2405,Krompirjev golaž,17.2.2003,MA-RE,moški,,za 2 osebi,23,1,7.12.2007,enolončnice,,
2407,Najboljša jabolčna pita,19.2.2003,TIUBA,ženska,,za približno 12 kosov,20,3,6.8.2016,sladice, pecivo,
2418,Čokoladne palčke,21.2.2003,elaphus,ženska,,,12,6,31.12.2013,sladice, piškoti,
2428,Sočno pecivo - imitacija jajca na oko,2.3.2003,TIUBA,ženska,,za približno 12 kosov,74,9,27.4.2015,sladice, pecivo,
2430,Piščančji paprikaš,2.3.2003,Riko,spol ni določen oz. marsovec,,,28,5,18.8.2012,mesne jedi, perutnina,
2433,Jabolčna pita,5.3.2003,lenci 123,spol ni določen oz. marsovec,,12,29,9,5.7.2014,sladice, ostalo,
2441,Apple crumble,7.3.2003,vijolica,ženska,,,60,7,4.8.2014,sladice, ostalo,
2445,Belokranjska pogača,11.3.2003,elaphus,ženska,45 minut,,40,8,21.7.2014,kruh,,
2463,Njoki s pečeno zelenjavo,19.3.2003,Vilina,ženska,,za 2 osebi,20,5,1.8.2010,testenine,,
2468,Angelsko pecivo,24.3.2003,Loni,spol ni določen oz. marsovec,60 minut,,30,7,24.3.2013,sladice, pecivo,
2472,Bograč,25.3.2003,pinki,moški,,12,44,4,5.11.2011,enolončnice,,
2478,Vojaški pasulj,27.3.2003,prekmurc,moški,,,44,2,6.12.2012,enolončnice,,
2481,Štrudelj  - jabolčni/sirov zavitek,28.3.2003,Marinka,ženska,120 minut,4 - 6 oseb,16,9,6.2.2016,sladice, pecivo,
2482,Muffini za čokoholike,29.3.2003,malakuharca,ženska,45 minut,,157,24,22.11.2015,sladice, pecivo,
2511,Teranov liker I,5.4.2003,Riko,spol ni določen oz. marsovec,,,41,1,4.1.2006,napitki, alkoholni,
2535,Ledeni veter,10.4.2003,ribaracarak,ženska,120 minut,,100,12,6.9.2016,sladice, pecivo,
2540,Carski praženec v pečici,12.4.2003,elaphus,ženska,,,27,1,22.7.2008,jajčne jedi, ostalo,
2561,Ace rezine,22.4.2003,val330int,spol ni določen oz. marsovec,,,15,6,25.1.2015,sladice, pecivo,
258,Francoska solata,9.3.1999,Marinka,ženska,,,34,3,26.12.2010,solate,,
2600,Hobotnica pod peko z mladim krompirjem,15.5.2003,sarabande,moški,,6,16,2,23.6.2009,morska hrana, ostalo,
2635,Vanilijev liker,2.6.2003,Cokolada,ženska,,,57,6,27.12.2011,napitki, alkoholni,
2649,Ajdovi štruklji,6.6.2003,Marinka,ženska,,4,31,6,6.12.2012,priloge, cmoki,
2662,Vanilijeva krema z jagodami,10.6.2003,dalsi,ženska,,6,43,11,13.10.2016,sladice, ostalo,
2666,Rdeča kapica,11.6.2003,katjusa,ženska,,,22,6,15.5.2013,sladice, pecivo,
2671,Grška solata,13.6.2003,bojan79,moški,,,26,8,12.8.2013,solate,,Bolj zdrava jed
2675,Pijana nevesta,16.6.2003,Zara-Marisa,ženska,,,17,4,22.6.2014,sladice, ostalo,
2684,Bučne polpete,20.6.2003,Zara-Marisa,ženska,,,63,7,4.11.2013,zelenjavne jedi,,
2706,Borovničevi muffini,2.7.2003,majda,ženska,45 minut,4 osebe,108,27,2.7.2014,sladice, pecivo,
2728,Slani rogljički,11.7.2003,stasafrank,ženska,90 minut,za 64 kosov,94,33,27.1.2015,sladice, slano pecivo,
276,Šobska solata,6.4.2000,Marinka,ženska,,,15,2,11.11.2010,solate,,
2785,Babičina dobrota,11.8.2003,SUZANAZ,ženska,45 minut,,266,44,18.7.2016,sladice, pecivo,
2789,Piščančji žur,12.8.2003,MATIC,spol ni določen oz. marsovec,,,352,16,2.2.2014,mesne jedi, perutnina,
2872,Ketchup za pizzo,17.9.2003,dj,ženska,240 minut,,21,2,8.9.2007,ozimnica, slani shranki,
2889,Nočna potica,24.9.2003,MATIC,spol ni določen oz. marsovec,,,136,16,6.1.2014,sladice, potice,
2916,Piškoti iz ovsenih kosmičev,6.10.2003,Milojka,ženska,,,40,9,19.2.2014,sladice, piškoti,
2922,Piščanec s krompirjem,7.10.2003,Janja,ženska,60 minut,4 osebe,46,2,15.1.2008,mesne jedi, perutnina,
2924,Goveji zrezki v čebulni omaki,8.10.2003,Riko,spol ni določen oz. marsovec,,,19,1,12.11.2007,mesne jedi, govedina,
2943,Sanjske višnjeve rezine,25.10.2003,TIUBA,ženska,,,35,8,22.6.2014,sladice, pecivo,
2956,Teranov liker,3.11.2003,jasnokrasna,spol ni določen oz. marsovec,,1 liter,45,3,14.4.2009,napitki, alkoholni,
2965,Slani polžki,7.11.2003,Gabriela,ženska,120 minut,približno 40 kosov,9,6,2.11.2011,kruh,,
2972,Blitva s krompirjem,11.11.2003,Riko,spol ni določen oz. marsovec,,,22,2,23.7.2012,zelenjavne jedi,,
301,Blejska grmada,29.3.2000,Marinka,ženska,60 minut,,111,17,31.8.2014,sladice, pecivo,
302,Blejske kremne rezine,6.4.2000,Marinka,ženska,,,36,7,24.10.2011,sladice, pecivo,
3024,Cimetove zvezde,10.12.2003,natkas,spol ni določen oz. marsovec,,70 zvezd,66,17,15.1.2009,sladice, piškoti,
3025,Novoletne sarme,10.12.2003,coco chanel,ženska,,za 6 oseb,21,3,1.2.2015,mesne jedi, sesekljano meso,
3026,Huzarski krapki,10.12.2003,coco chanel,ženska,,,19,5,19.9.2014,sladice, piškoti,
3040,Kinder Pingvin,14.12.2003,capala,ženska,,10-12 oseb,20,2,3.1.2007,sladice, ostalo,
3047,Chili con carne,17.12.2003,karmenslo,ženska,,4-6 oseb,39,5,1.10.2015,eksotika, ostale dežele,
