id,naslov,objava,avtor,spol,priprava,kolicina,stmnenj,stfoto,zadnjafoto,kategorija,podkategorija,zdravajed,letofoto,letoobjave,idavtorja
4589,Goveji golaž,1.2.2005,"{'id': 'pinki', 'avtor': 'pinki'}",moški,,6,35,4,27.3.2016,, govedina,0,2016,2005,pinki
11315,Rižota s šparglji,13.4.2008,"{'id': 'mojca32', 'avtor': 'Mojca32'}",ženska,30,2 osebi,20,5,14.4.2014,, riž,0,2014,2008,mojca32
6841,"Jagodna torta, ki vedno uspe",2.7.2006,"{'id': 'muffin', 'avtor': 'muffin'}",ženska,,,22,11,8.5.2015,, torte,0,2015,2006,muffin
11367,"Piščanec ""Sezam, odpri se""",25.4.2008,"{'id': 'ub7w73aoeey1bujy', 'avtor': 'katka lopatka'}",spol ni določen oz. marsovec,60,za 4 osebe,45,9,30.12.2013,, perutnina,0,2013,2008,ub7w73aoeey1bujy
4535,Tatarska omaka,20.1.2005,"{'id': 'sijatjanek', 'avtor': 'sijatjanek'}",ženska,,,25,2,8.9.2013,, prelivi,0,2013,2005,sijatjanek
14851,Pecivo s kislo smetano in orehi,7.3.2011,"{'id': 'Liljanca', 'avtor': 'Lana1'}",ženska,60,,11,3,11.1.2016,, pecivo,0,2016,2011,Liljanca
12332,Domači prijatelj tete Dragice,24.2.2009,"{'id': 'migla', 'avtor': 'Migla'}",ženska,60,,27,11,19.1.2014,, piškoti,0,2014,2009,migla
4702,Hitri kokosovi piškoti,22.2.2005,"{'id': 'v9zoq1y10fbrrp68', 'avtor': 'bc'}",ženska,,,42,7,3.12.2013,, piškoti,0,2013,2005,v9zoq1y10fbrrp68
7167,Vložena pečena paprika,4.9.2006,"{'id': 'val', 'avtor': 'val'}",ženska,180,,54,6,13.10.2013,, slani shranki,0,2013,2006,val
2405,Krompirjev golaž,17.2.2003,"{'id': 'xgkk5hh272vlrbin', 'avtor': 'MA-RE'}",moški,,za 2 osebi,23,1,7.12.2007,,,0,2007,2003,xgkk5hh272vlrbin
14421,Tortilja po mehiško,16.11.2010,"{'id': 'sloncica', 'avtor': 'SLONCICA'}",ženska,75,za 4 osebe (8 tortilj),16,5,16.3.2016,, ostale dežele,0,2016,2010,sloncica
18344,Krhki čokoladni piškoti,5.4.2013,"{'id': 'redika', 'avtor': 'redika'}",ženska,90,3 pekači,59,21,9.2.2015,, piškoti,0,2015,2013,redika
5801,Jogurtovi žepki,2.12.2005,"{'id': 'goranka', 'avtor': 'goranka'}",spol ni določen oz. marsovec,,,42,5,8.6.2014,, piškoti,0,2014,2005,goranka
12807,Mesni polpeti iz pečice,28.7.2009,"{'id': 'leina', 'avtor': 'LeINA'}",ženska,45,,32,6,3.4.2016,, sesekljano meso,0,2016,2009,leina
16693,Božanski domači krofi,13.2.2012,"{'id': 'mayyci', 'avtor': 'mayyci'}",ženska,120,33 kosov,41,11,6.2.2016,, ostalo,0,2016,2012,mayyci
17311,Brownie Cheesecake,20.6.2012,"{'id': 'bannanna', 'avtor': 'bannanna'}",ženska,180,1 pekač 25*15cm,40,9,9.6.2016,, pecivo,0,2016,2012,bannanna
14477,Slana torta,2.12.2010,"{'id': 'gocap', 'avtor': 'GocaP'}",spol ni določen oz. marsovec,45,1 srednji pekač  33x33cm,25,12,10.4.2015,, hladne,0,2015,2010,gocap
6523,Kokosovi kolački brez moke,30.4.2006,"{'id': 'jasna1', 'avtor': 'jasna1'}",spol ni določen oz. marsovec,90,,62,11,30.9.2014,, piškoti,0,2014,2006,jasna1
4573,Vanilijeva krema za torte ali peciva,29.1.2005,"{'id': 'jade', 'avtor': 'jade'}",ženska,60,Za 1 torto,33,5,24.4.2013,, kreme za torte in peciva,0,2013,2005,jade
2924,Goveji zrezki v čebulni omaki,8.10.2003,"{'id': 'riko', 'avtor': 'Riko'}",spol ni določen oz. marsovec,,,19,1,12.11.2007,, govedina,0,2007,2003,riko
5034,Makove ali sirove štručke,28.5.2005,"{'id': 'dusano', 'avtor': 'Dusano'}",moški,120,cirka 20 komadov ,78,17,29.8.2015,,,0,2015,2005,dusano
14884,Puranji zrezki v okusni smetanovi omaki,15.3.2011,"{'id': 'coconut', 'avtor': 'coconut'}",ženska,75,2,10,2,13.6.2011,, perutnina,0,2011,2011,coconut
2267,Črno-belo biskvitno pecivo,23.12.2002,"{'id': 'karolina', 'avtor': 'Karolina'}",ženska,,,42,7,10.10.2013,, ostalo,0,2013,2002,karolina
2266,Čokoladni liker,23.12.2002,"{'id': 'karolina', 'avtor': 'Karolina'}",ženska,,,74,14,20.11.2014,, alkoholni,0,2014,2002,karolina
14375,Makroni,5.11.2010,"{'id': 'nivkapivka', 'avtor': 'nivkapivka'}",ženska,300,približno25 - 30 makronov,73,29,28.10.2015,, ostalo,0,2015,2010,nivkapivka
8142,Babičina marelična marmelada,18.10.2006,"{'id': '22ihajte1y1nwo33', 'avtor': 'Miškolina'}",ženska,,,33,5,24.8.2015,, sladki shranki,0,2015,2006,22ihajte1y1nwo33
4233,Rožičevo pecivo,28.10.2004,"{'id': 'galja', 'avtor': 'galja'}",ženska,,,44,6,9.7.2015,, pecivo,0,2015,2004,galja
3787,Beli kruh - hlebec,25.6.2004,"{'id': 'migla', 'avtor': 'Migla'}",ženska,,,81,13,28.1.2014,,,0,2014,2004,migla
448,Čokoladna potica,21.11.2000,"{'id': None, 'avtor': None}",,,,33,3,27.3.2016,, potice,0,2016,2000,
13927,Testenine z bučkami v smetanovi omaki,6.7.2010,"{'id': 'drqpskerqq464sf1', 'avtor': 'mariborčanka'}",ženska,30,za 4 osebe,26,2,7.1.2011,,,0,2011,2010,drqpskerqq464sf1
13422,Limonin kolač,17.1.2010,"{'id': 'tejch', 'avtor': 'tejch'}",ženska,75,,44,10,28.12.2013,, pecivo,0,2013,2010,tejch
11270,Nevzhajana orehova potica,2.4.2008,"{'id': 'basti', 'avtor': 'Basti'}",ženska,120,,28,12,28.3.2016,, potice,0,2016,2008,basti
3197,Manchmellow,6.2.2004,"{'id': 'majdi', 'avtor': 'majdi'}",ženska,45,,69,9,25.10.2011,, pecivo,0,2011,2004,majdi
11088,Kukiji s čokolado,21.2.2008,"{'id': 'mamaf', 'avtor': 'mamaF'}",ženska,90,za 4 velike pekače,47,18,27.10.2015,, piškoti,0,2015,2008,mamaf
3202,"Rogljiči, štručke, žemljice",7.2.2004,"{'id': 'evita', 'avtor': 'Evita'}",ženska,,32 kosov,66,17,1.1.2016,,,0,2016,2004,evita
5914,Sirove palčke (ali slani piškoti),6.1.2006,"{'id': 'k5k7au0hrsfu2zqd', 'avtor': 'stana.r'}",ženska,45,,40,15,18.8.2012,, slano pecivo,0,2012,2006,k5k7au0hrsfu2zqd
6042,Prebranac,5.2.2006,"{'id': 'sissi', 'avtor': 'sissi'}",ženska,,6-8 oseb,26,4,13.3.2016,, ostalo,0,2016,2006,sissi
10068,"Narastek iz ajdove kaše, skute in zelenjave",15.5.2007,"{'id': 'fresh', 'avtor': 'fresh'}",spol ni določen oz. marsovec,90,4 osebe,10,4,3.4.2016,,,1,2016,2007,fresh
4835,Pinca (primorski velikonočni kruh),23.3.2005,"{'id': 'gqzgzjmrwov2vcdj', 'avtor': 'terlikar 1'}",ženska,,,61,16,28.3.2016,,,0,2016,2005,gqzgzjmrwov2vcdj
731,Jota,19.1.2001,"{'id': None, 'avtor': None}",,,,41,2,10.4.2008,,,0,2008,2001,
4733,Žemljice,3.3.2005,"{'id': 'migla', 'avtor': 'Migla'}",ženska,,,149,20,11.2.2014,,,0,2014,2005,migla
4153,Vloženi feferoni,13.10.2004,"{'id': '631141', 'avtor': '631141'}",ženska,,,39,6,14.9.2011,, slani shranki,0,2011,2004,631141
12364,Bananino pecivo,5.3.2009,"{'id': 'talijaa', 'avtor': 'talijaa'}",ženska,90,,42,6,30.12.2010,, pecivo,0,2010,2009,talijaa
2400,Bučkini polpeti,16.2.2003,"{'id': 'asja', 'avtor': 'Asja'}",ženska,,,15,1,3.9.2007,, ostalo,0,2007,2003,asja
13801,Okusni slivovi cmoki,13.5.2010,"{'id': 'sunny79', 'avtor': 'sunny79'}",ženska,75,12 cmokov,40,7,17.7.2014,, ostalo,0,2014,2010,sunny79
6842,Jabolčna pita z zdrobom,2.7.2006,"{'id': 'lmd05mtulumzmkau', 'avtor': 'kobra 1'}",ženska,45,18 -20 kos,48,12,28.2.2016,, pecivo,0,2016,2006,lmd05mtulumzmkau
1620,Rižota z morskimi sadeži a la Orlando,6.1.2002,"{'id': 'riko', 'avtor': 'Riko'}",spol ni določen oz. marsovec,,Za 4 osebe,58,4,21.5.2014,, školjke,0,2014,2002,riko
826,"Cesarski praženec, šmoren",9.2.2001,"{'id': 'marinka', 'avtor': 'Marinka'}",ženska,,,48,3,16.7.2012,, omlete,0,2012,2001,marinka
11126,Enostavna puding torta,28.2.2008,"{'id': 'ursacol02', 'avtor': 'ursacol02'}",ženska,45,za 8 kosov,26,10,17.11.2013,, torte,0,2013,2008,ursacol02
10234,Buhtlji,11.7.2007,"{'id': 'titta', 'avtor': 'titta'}",ženska,120,približno 16 kosov,57,14,10.11.2015,, ostalo,0,2015,2007,titta
11283,Čoko koko rezine,5.4.2008,"{'id': 'zboxymm15k679kdb', 'avtor': 'tanyči'}",ženska,45,,33,6,12.1.2015,, pecivo,0,2015,2008,zboxymm15k679kdb
9760,Skutine rezine,22.2.2007,"{'id': 'minkica', 'avtor': 'minkica'}",ženska,,,61,12,11.4.2013,, ostalo,0,2013,2007,minkica
4808,Prekmurska gibanica po moje,20.3.2005,"{'id': 'jade', 'avtor': 'jade'}",ženska,180,30 koščkov,86,23,6.12.2015,, pecivo,0,2015,2005,jade
13612,Kokosovi razpokanci - piškoti,16.3.2010,"{'id': '59q9jzzfg3bucmju', 'avtor': 'JERNEJA K.'}",ženska,45,3 pekači majhnih piškotov,11,6,7.1.2015,, piškoti,0,2015,2010,59q9jzzfg3bucmju
11510,Pečen slivov džem,2.7.2008,"{'id': 'ukjs79ctspkpxb1k', 'avtor': 'mišika'}",ženska,180,,147,6,6.10.2010,, sladki shranki,0,2010,2008,ukjs79ctspkpxb1k
14193,Torta nutella brez moke,22.9.2010,"{'id': 'slopumpkins', 'avtor': 'slopumpkins'}",moški,120,12 kosov,21,5,13.7.2012,, torte,0,2012,2010,slopumpkins
10202,Majhni babičini prigrizki,2.7.2007,"{'id': '4extdyr1q247t7l9', 'avtor': 'anja.sr'}",ženska,30,,15,4,26.10.2007,, hladne,0,2007,2007,4extdyr1q247t7l9
11662,Piščančji file v smetanovi omaki,29.8.2008,"{'id': 'migla', 'avtor': 'Migla'}",ženska,15,za 4 osebe,25,3,20.5.2013,, perutnina,0,2013,2008,migla
6487,Telečja obara z žličniki,24.4.2006,"{'id': 'val', 'avtor': 'val'}",ženska,60,8 oseb,17,4,24.3.2013,, teletina,0,2013,2006,val
445,Kokosove kroglice,21.11.2000,"{'id': None, 'avtor': None}",,,,20,6,8.10.2015,, pecivo,0,2015,2000,
17563,Švicarska maslena krema (Swiss Meringue Buttercream),28.8.2012,"{'id': 'bannanna', 'avtor': 'bannanna'}",ženska,30,30 rozet na malih torticah oz. 500g kreme,58,16,31.1.2016,, kreme za torte in peciva,0,2016,2012,bannanna
18376,Kruh na japonski način (tangzhong),16.4.2013,"{'id': 'rebecca', 'avtor': 'rebecca'}",spol ni določen oz. marsovec,180,,75,42,30.4.2015,,,0,2015,2013,rebecca
20194,Trideset minutne bombetke,12.1.2015,"{'id': '8zkrzuoiu6bsg8ui', 'avtor': 'Sweetness Bakery'}",ženska,45,12,46,18,4.1.2016,,,0,2016,2015,8zkrzuoiu6bsg8ui
1457,Janeževi upognjenci,18.11.2001,"{'id': 'marta', 'avtor': 'marta'}",ženska,,,55,14,5.6.2015,, pecivo,0,2015,2001,marta
9699,Česnovi polžki,13.2.2007,"{'id': 'lonalina', 'avtor': 'lonalina'}",ženska,,,41,14,5.1.2016,, slano pecivo,0,2016,2007,lonalina
5650,Čokoladni mafini z višnjami,20.10.2005,"{'id': 'tintin', 'avtor': 'TinTin'}",ženska,,,37,9,19.2.2013,, pecivo,0,2013,2005,tintin
1250,Orehovec,28.7.2001,"{'id': None, 'avtor': None}",,,,16,1,5.11.2012,, pijače,0,2012,2001,
12560,Čokoladno pomarančne kocke,30.4.2009,"{'id': 'petika', 'avtor': 'petika'}",ženska,60,20 kosov (4x4 cm),25,7,24.11.2015,, pecivo,0,2015,2009,petika
1401,Hrenovke v listnatem testu,29.10.2001,"{'id': 'marta', 'avtor': 'marta'}",ženska,,,58,14,24.2.2013,, tople,0,2013,2001,marta
11987,Mesni zvitki,4.12.2008,"{'id': 'MorskaMedvedka', 'avtor': 'morska medvedka'}",ženska,90,6 oseb,36,15,10.3.2014,, sesekljano meso,0,2014,2008,MorskaMedvedka
11357,Pirin kruh brez kvasa,21.4.2008,"{'id': 'plezalka', 'avtor': 'plezalka'}",ženska,120,,31,5,18.5.2016,,,1,2016,2008,plezalka
3454,Čokoladna torta brez moke,23.3.2004,"{'id': 'riko', 'avtor': 'Riko'}",spol ni določen oz. marsovec,,,22,4,25.3.2012,, torte,0,2012,2004,riko
6897,Sladica s skuto in malinami,13.7.2006,"{'id': 'galja', 'avtor': 'galja'}",ženska,,,28,7,1.3.2010,, ostalo,0,2010,2006,galja
5469,Kokosove kocke,22.9.2005,"{'id': 'dascha', 'avtor': 'dascha'}",ženska,60,okoli 15 kosov,56,8,21.10.2011,, pecivo,0,2011,2005,dascha
3524,Vanilijeva krema za torto (crema pasticcera),5.4.2004,"{'id': 'ribica', 'avtor': 'ribica'}",spol ni določen oz. marsovec,,,18,1,12.7.2010,, kreme za torte in peciva,0,2010,2004,ribica
6488,Jabolčni biskvit,24.4.2006,"{'id': 'mamazeljka', 'avtor': 'mamazeljka'}",ženska,45,,31,12,3.12.2013,, pecivo,0,2013,2006,mamazeljka
6745,Rižev narastek z jabolki,12.6.2006,"{'id': 'majdi', 'avtor': 'majdi'}",ženska,30,,24,10,27.9.2016,, ostalo,0,2016,2006,majdi
4345,Mini sirovi bureki,22.11.2004,"{'id': 'jade', 'avtor': 'jade'}",ženska,180,30 kosov,99,8,31.3.2013,,,0,2013,2004,jade
1806,Ameriški chocolate Chip Cookies po naše,22.4.2002,"{'id': 'luka007', 'avtor': 'luka007'}",moški,,,87,10,23.11.2012,, piškoti,0,2012,2002,luka007
2157,Bicikli,11.11.2002,"{'id': 'jerca', 'avtor': 'Jerca'}",ženska,,,85,8,11.9.2012,, piškoti,0,2012,2002,jerca
2087,Pepelkina torta,16.10.2002,"{'id': 'dalsi', 'avtor': 'dalsi'}",ženska,,,55,14,3.8.2012,, torte,0,2012,2002,dalsi
10137,Mascarpone spekulas torta,9.6.2007,"{'id': 'venturini', 'avtor': 'Venturini'}",ženska,15,12 kosov,54,15,2.4.2013,, torte,0,2013,2007,venturini
9538,Špinača - kremna,10.1.2007,"{'id': 'bernarda85', 'avtor': 'Bernarda85'}",ženska,45,4 osebe,29,3,8.3.2016,, prelivi,0,2016,2007,bernarda85
11590,Borovničeva  mascarpone torta,4.8.2008,"{'id': '1dviwr82i8zfrmrg', 'avtor': 'nb'}",ženska,90,,43,15,28.2.2016,, torte,0,2016,2008,1dviwr82i8zfrmrg
1956,Krompirjevi kroketi,26.8.2002,"{'id': 'mobng12', 'avtor': 'mobng12'}",ženska,,,35,5,12.2.2016,, krompir,0,2016,2002,mobng12
10267,Rafaelo rezine,28.7.2007,"{'id': 'evamaja', 'avtor': 'evamaja'}",ženska,45,,21,5,27.9.2016,, pecivo,0,2016,2007,evamaja
11865,Bučkini medaljončki,28.10.2008,"{'id': 'Rozmarincek', 'avtor': 'anamarija1'}",spol ni določen oz. marsovec,30,2 osebi,47,5,24.8.2013,,,0,2013,2008,Rozmarincek
3818,Dunajski valovi,8.7.2004,"{'id': 'barbi23', 'avtor': 'barbi23'}",ženska,,,42,5,27.4.2015,, ostalo,0,2015,2004,barbi23
4699,Ričet,21.2.2005,"{'id': 'riko', 'avtor': 'Riko'}",spol ni določen oz. marsovec,,,31,8,14.10.2012,,,0,2012,2005,riko
3447,Češnjev biskvit,22.3.2004,"{'id': 'lidka', 'avtor': 'lidka'}",ženska,,,45,6,2.7.2013,, pecivo,0,2013,2004,lidka
14227,Kinder Milch Schnitte,3.10.2010,"{'id': 'bannanna', 'avtor': 'bannanna'}",ženska,45,polovica pekača od pečice,44,13,8.1.2016,, pecivo,0,2016,2010,bannanna
19283,Sanjska čokoladna torta,13.1.2014,"{'id': 'nikki', 'avtor': 'nikki'}",ženska,120,,25,11,28.4.2016,, pecivo,0,2016,2014,nikki
1138,zelenjavna juha,28.4.2001,"{'id': None, 'avtor': None}",,,za 4 osebe,8,1,6.9.2008,, zelenjavne juhe,0,2008,2001,
6133,Šamrole,22.2.2006,"{'id': 'dalsi', 'avtor': 'dalsi'}",ženska,,20 kom,52,8,8.11.2014,, pecivo,0,2014,2006,dalsi
5522,Mesni burek,6.10.2005,"{'id': 'anja', 'avtor': 'anja'}",ženska,,3,47,9,9.11.2014,, sesekljano meso,0,2014,2005,anja
6031,Preprosti skutini njoki z gorgonzolo,3.2.2006,"{'id': '7indi61bjpz3o2pu', 'avtor': 'piščanec'}",ženska,75,2,54,6,29.10.2013,,,0,2013,2006,7indi61bjpz3o2pu
5453,Skutine rezine,1.10.2005,"{'id': 'urssula', 'avtor': 'urssula'}",ženska,,,45,9,5.11.2013,, pecivo,0,2013,2005,urssula
10832,Biskvit z luknjami,19.12.2007,"{'id': 'janadam', 'avtor': 'janadam'}",ženska,30,,68,13,29.4.2013,, ostalo,0,2013,2007,janadam
128,Sirov burek,22.10.2000,"{'id': 'marinka', 'avtor': 'Marinka'}",ženska,,,50,2,23.2.2013,,,0,2013,2000,marinka
783,Marmeladni žepki,8.2.2001,"{'id': 'matejci', 'avtor': 'Matejci'}",ženska,,,26,3,12.12.2014,, piškoti,0,2014,2001,matejci
10741,Kokosovi makroni,29.11.2007,"{'id': 'anja27', 'avtor': 'anja27'}",ženska,90,50 piškotov ,30,17,18.8.2014,, piškoti,0,2014,2007,anja27
2472,Bograč,25.3.2003,"{'id': 'pinki', 'avtor': 'pinki'}",moški,,12,44,4,5.11.2011,,,0,2011,2003,pinki
15076,Kifeljčki/bosanski,4.5.2011,"{'id': 'anjaboris', 'avtor': 'anjaboris'}",ženska,90,,43,7,29.4.2014,,,0,2014,2011,anjaboris
11972,Pecivo s kislo smetano,2.12.2008,"{'id': '72fvhtm4hsu9wdyl', 'avtor': 'bojči'}",ženska,90,pekač-25x40,12,6,30.6.2014,, pecivo,0,2014,2008,72fvhtm4hsu9wdyl
5917,Orehovi rogljički,6.1.2006,"{'id': 'bozena', 'avtor': 'bozena'}",ženska,45,,35,6,5.11.2013,, piškoti,0,2013,2006,bozena
13541,"Hitre žemljice, rogljički",23.2.2010,"{'id': 'jade', 'avtor': 'jade'}",ženska,30,12 žemljic ali 32 rogljičkov,37,18,22.8.2014,,,0,2014,2010,jade
14476,Chimichangas home made,1.12.2010,"{'id': 'uj25', 'avtor': 'uj25'}",moški,30,2 osebe,5,3,24.9.2016,, ostale dežele,0,2016,2010,uj25
17726,Babičino pecivo z jabolki,11.10.2012,"{'id': 'Nives87', 'avtor': 'Nives87'}",ženska,60,,29,2,20.3.2013,, pecivo,0,2013,2012,Nives87
3049,Adamovo kokosovo pecivo (brez jajc in mleka),18.12.2003,"{'id': 'hi18yp0tspps1ost', 'avtor': 'Sy'}",ženska,45,1 večji pekač,27,4,3.12.2013,, pecivo,0,2013,2003,hi18yp0tspps1ost
5689,Smetanovi piškoti,2.11.2005,"{'id': 'jasnalekan', 'avtor': 'JasnaLekan'}",ženska,,,50,39,1.1.2016,, piškoti,0,2016,2005,jasnalekan
12144,Enostavna musaka,14.1.2009,"{'id': 'maagnolia', 'avtor': 'maagnolia'}",ženska,75,3-4 osebe,11,5,27.5.2015,, sesekljano meso,0,2015,2009,maagnolia
3854,Pohorska omleta,18.7.2004,"{'id': 'sladana', 'avtor': 'Sladana'}",ženska,45,6 oseb,21,4,24.6.2011,, palačinke,0,2011,2004,sladana
5548,Fernandoti po moje,8.10.2005,"{'id': 'migla', 'avtor': 'Migla'}",ženska,120,16 do 20 kosov,73,22,19.4.2015,, pecivo,0,2015,2005,migla
5206,Zelenjavna začimbna zmes,27.7.2005,"{'id': 'lmiran', 'avtor': 'lmiran'}",moški,,,59,6,28.10.2012,, slani shranki,0,2012,2005,lmiran
4689,Ajdov kruh - hlebec,19.2.2005,"{'id': 'migla', 'avtor': 'Migla'}",ženska,,,83,13,7.7.2014,,,0,2014,2005,migla
4380,Mlinci,6.12.2004,"{'id': 'riko', 'avtor': 'Riko'}",spol ni določen oz. marsovec,,,44,10,12.11.2011,, ostalo,0,2011,2004,riko
6614,Prazolio,22.5.2006,"{'id': 'aki', 'avtor': 'aki'}",ženska,90,okrogel pekač premera 28 cm,141,10,17.11.2011,, tople,0,2011,2006,aki
13687,Biskvit brez jajc,7.4.2010,"{'id': 'enanova', 'avtor': 'enanova'}",ženska,75,,17,5,31.5.2015,, torte,0,2015,2010,enanova
1946,Dunajski valovi,21.8.2002,"{'id': None, 'avtor': None}",,,,47,7,26.12.2011,, pecivo,0,2011,2002,
4959,Vaflji (Waffeln - osnovni recept),4.5.2005,"{'id': 'migla', 'avtor': 'Migla'}",ženska,30,,19,3,9.11.2013,, ostalo,0,2013,2005,migla
11969,Jabolčni zavitek Paola,1.12.2008,"{'id': 'lucka52', 'avtor': 'lucka52'}",ženska,120,2 kosa,74,16,13.9.2014,, pecivo,0,2014,2008,lucka52
8403,Piščanec na grški način,12.12.2006,"{'id': 'boonkoo', 'avtor': 'boonkoo'}",ženska,120,4,28,5,8.4.2013,, perutnina,0,2013,2006,boonkoo
4458,Mini potica na hitro,2.1.2005,"{'id': 'ligojna', 'avtor': 'ligojna'}",ženska,90,,53,8,25.12.2014,, potice,0,2014,2005,ligojna
1334,Bananini muffini,3.9.2001,"{'id': 'yabl9hcmwrf3shc8', 'avtor': 'miška'}",spol ni določen oz. marsovec,,12 muffinov,38,3,19.3.2012,, pecivo,0,2012,2001,yabl9hcmwrf3shc8
5579,Najbolj enostaven kruh,13.10.2005,"{'id': 'pegasti', 'avtor': 'pegasti'}",ženska,,,24,9,17.1.2016,,,0,2016,2005,pegasti
10088,Jagodna torta z jogurtovo - skutno kremo,21.5.2007,"{'id': 'ksenjako', 'avtor': 'ksenjako'}",ženska,45,16 kosov,49,37,12.7.2016,, torte,0,2016,2007,ksenjako
4788,Čokoladna torta za vsakogar,13.3.2005,"{'id': 'bozena', 'avtor': 'bozena'}",ženska,,8 - 12 kosov,25,8,14.9.2011,, torte,0,2011,2005,bozena
4517,Shepherd   (Pastirska pita),15.1.2005,"{'id': 'julia', 'avtor': 'julia'}",ženska,,4,87,16,23.2.2011,, Havaji,0,2011,2005,julia
1774,Kruhova štruca,27.3.2002,"{'id': 'riko', 'avtor': 'Riko'}",spol ni določen oz. marsovec,,,30,11,1.1.2016,, cmoki,0,2016,2002,riko
3984,"Pecivo, ki izgine v 10 minutah",30.8.2004,"{'id': 'p8uwoece9l1wgagg', 'avtor': 'coco chanel'}",ženska,,,35,3,18.6.2014,, ostalo,0,2014,2004,p8uwoece9l1wgagg
16857,Smetanova strjenka ali panakota,18.3.2012,"{'id': 'matejavres', 'avtor': 'matejavres'}",ženska,30,cca 8 malih skodelic,10,1,17.3.2012,, ostalo,0,2012,2012,matejavres
9530,Piščanec v sladko - kisli omaki,9.1.2007,"{'id': 'btw7a10tzi3fuawl', 'avtor': 'Pitončica'}",spol ni določen oz. marsovec,60,,47,7,7.1.2014,, Kitajska,0,2014,2007,btw7a10tzi3fuawl
6563,Rolada,8.5.2006,"{'id': 'fleur', 'avtor': 'fleur'}",spol ni določen oz. marsovec,,približno 30 kosov,30,6,8.10.2014,, ostalo,0,2014,2006,fleur
7050,Tiramisu,24.8.2006,"{'id': 'anagerzina', 'avtor': 'anagerzina'}",ženska,,,49,10,13.3.2014,, torte,0,2014,2006,anagerzina
436,Pita - hitra,16.11.2000,"{'id': None, 'avtor': None}",,,,25,3,23.11.2011,, pecivo,0,2011,2000,
6424,Kokosova salama (jajčka),14.4.2006,"{'id': 'val', 'avtor': 'val'}",ženska,60,,86,11,21.7.2014,, piškoti,0,2014,2006,val
5533,Somun - bosanska lepinja,7.10.2005,"{'id': 'bela_vrtnica', 'avtor': 'Zvezdana'}",ženska,,3 kosi,89,10,5.4.2015,,,0,2015,2005,bela_vrtnica
18258,Sončnica - pogača,11.3.2013,"{'id': 'dobrojesti', 'avtor': 'dobrojesti'}",ženska,90,,31,36,4.8.2014,,,0,2014,2013,dobrojesti
12299,Makaroni in sir,18.2.2009,"{'id': 'vanja_v_zda', 'avtor': 'Vanja_v_ZDA'}",ženska,60,8 oseb kot priloga,33,7,13.9.2014,,,0,2014,2009,vanja_v_zda
17572,Srbska solata,30.8.2012,"{'id': 'srcek', 'avtor': 'srcek'}",ženska,120,,13,2,27.8.2012,, ostalo,0,2012,2012,srcek
4130,Ričet,8.10.2004,"{'id': 'galja', 'avtor': 'galja'}",ženska,,,20,3,10.3.2014,,,0,2014,2004,galja
5576,Vojvodinjin krompir,13.10.2005,"{'id': 'riko', 'avtor': 'Riko'}",spol ni določen oz. marsovec,,zs 4 osebe,15,5,29.4.2013,, krompir,0,2013,2005,riko
7152,Pečen krompir (roast potatoes),11.9.2006,"{'id': 'sweetie', 'avtor': 'Sweetie'}",ženska,,,90,11,12.2.2016,, krompir,0,2016,2006,sweetie
5879,Jagode,17.12.2005,"{'id': 'sxsvdc7rfb7goydw', 'avtor': 'žana'}",ženska,,,65,17,21.7.2014,, pecivo,0,2014,2005,sxsvdc7rfb7goydw
16958,Tzatziki (grška) solata - preprosta in odlična,11.4.2012,"{'id': 'Tadeja_k', 'avtor': 'Tadeja_k'}",ženska,15,manjša skleda,23,4,11.12.2012,,,0,2012,2012,Tadeja_k
1750,Sončni zahod,13.3.2002,"{'id': 'tiuba', 'avtor': 'TIUBA'}",ženska,,,83,6,25.8.2011,, pecivo,0,2011,2002,tiuba
15510,Fine rezine,1.8.2011,"{'id': 'ninja24', 'avtor': 'Ninja24'}",spol ni določen oz. marsovec,300,,34,12,8.1.2016,, pecivo,0,2016,2011,ninja24
8171,Zrezki v naravni gobovi omaki,24.10.2006,"{'id': 'bernarda85', 'avtor': 'Bernarda85'}",ženska,,4 osebe,32,2,25.1.2011,, svinjina,0,2011,2006,bernarda85
10889,Ekstaza,31.12.2007,"{'id': 'ajvika', 'avtor': 'ajvika'}",ženska,60,,30,7,13.10.2013,, pecivo,0,2013,2007,ajvika
5680,Čokoladna dobrota,1.11.2005,"{'id': 'julia', 'avtor': 'julia'}",ženska,,10 kosov,50,7,6.3.2014,, pecivo,0,2014,2005,julia
4101,Osnovni recept za mafine,3.10.2004,"{'id': 'Loni', 'avtor': 'Loni'}",spol ni določen oz. marsovec,30,10 -12 kosov,23,4,14.12.2014,, ostalo,0,2014,2004,Loni
4302,Črno - bela rolada brez pečenja,12.11.2004,"{'id': 'bojanam', 'avtor': 'bojanam'}",ženska,,40 rezin,30,2,2.3.2007,, pecivo,0,2007,2004,bojanam
10259,Klasični Cheesecake,26.7.2007,"{'id': 'leteja', 'avtor': 'Leteja'}",ženska,75,12 kosov,33,15,16.11.2015,, torte,0,2015,2007,leteja
9493,Madjarica,2.1.2007,"{'id': 'senka', 'avtor': 'senka'}",ženska,75,,53,4,2.12.2009,, pecivo,0,2009,2007,senka
10538,Grozdni sok,7.10.2007,"{'id': 'trot', 'avtor': 'trot'}",ženska,120,ca.15 steklenic,29,5,8.10.2007,, pijače,0,2007,2007,trot
